userName,score,at,content
Pengguna Google,5,2024-03-07 14:11:15,bca sangat membantu saya
Pengguna Google,1,2024-03-07 13:06:29,"Tadi pagi saya transfer dari gopay ke bca, tetapi sampai sekarang belum masuk"
Pengguna Google,1,2024-03-07 12:49:16,Aplikasi yang sering eror
Pengguna Google,3,2024-03-07 12:09:55,"Bagaimana nih min, padahal udh kirim SMS trus, pas balik ke aplikasinya malah koneksi internet mulu udh habis banyak nih pulsa aduhhhhh"
Pengguna Google,5,2024-03-07 11:45:07,Baik
Pengguna Google,5,2024-03-07 10:57:02,Ok
Pengguna Google,1,2024-03-07 10:56:54,tolol
Pengguna Google,1,2024-03-07 10:32:03,"Finger print ga ada, tarik tunai cardless masih 1.250K. kan bisa 2500K langsung biar ga ribet kalo tarik di mesin pecahan 100K. Toh kalau pun ATM nya pecahan 1250 kita juga bisa liat kali gak bakal juga mencet 2500 di mesin ATM pecahan 50."
Pengguna Google,1,2024-03-07 10:23:16,susah verifikasi
Pengguna Google,1,2024-03-07 10:08:47,"Saldo terpotong sendiri 500 ribu setelah cek mutasi adanya transaksi tapi bukan saya,dan pihak BCA tidak memberi pengembalian dana dan tidak adanya solusi yang baik"
Pengguna Google,5,2024-03-07 09:55:39,bagus
Pengguna Google,3,2024-03-07 09:49:46,Ini BCA bikin rek Online bisa kah
Pengguna Google,5,2024-03-07 09:35:47,"Bagus luar biasa memperketat keamanan,demi keamanan dan kenyamanan nasabah harus begitu.semoga berjaya untuk selamanya"
Pengguna Google,5,2024-03-07 09:33:19,Selama ini baik tidak ada gangguan. Tingkatkan agar lebih baik lagi
Pengguna Google,5,2024-03-07 09:28:58,Ok
Pengguna Google,1,2024-03-07 09:13:08,"Aplikasi mobile BCA sangat gak nyaman buat nasabah. Ganti kartu BCA 3 lewat aplikasi 3 bulan gak ada kabar, tahu tahu mau expired aja, krn gak diaktivasi. Yah gimana mau aktivasi, kartunya aja gak diinfo apa apa ke nasabah. Terus fitur transaksi di aplikasi ini juga jauuuhhh sedikit banget dibandingkan aplikasi bank lain. Jadi malas kalau mau transaksi apa apa lewat Mobile BCA."
Pengguna Google,1,2024-03-07 08:46:59,Lampu indikator merah sampai berhari-hari......!!!!!!!!!!
Pengguna Google,1,2024-03-07 08:40:49,"Gimana ini Mbking gk bsa di buka , udah coba dtg ke kntor BCA terdekat wktu verifikasi mbking gk bsa2 uda di coba berkali2 tetp juga gk bsa smpe plsa abis bnyak , muncul terus bacaan transaksi dpt di lakukan setelah lampu indikator berwrna hijau sedangkan gk ad lmpu indikator ny wrna merah / hijau gmn ini ??? tlong dong jgn di persulit nasabah yg ingin pke Mbking sblm ny bisa lncr kita verifikasi Mbking jg , ini kok kesan nya di persulit sekli plsa ud abis bnyk tolonggg donggg jgn di persulit"
Pengguna Google,2,2024-03-07 08:14:57,"Astaga 2x transfer,saldo ga nyampe tp ga balik. Woy!!!!"
Pengguna Google,5,2024-03-07 08:05:45,Efektif dan efisien
Pengguna Google,5,2024-03-07 07:57:57,Mudah dan bagus
Pengguna Google,1,2024-03-07 07:45:49,Lampu indikator selalu merah
Pengguna Google,5,2024-03-07 07:44:34,Mantap
Pengguna Google,1,2024-03-07 07:14:36,Kenapa verifikasi wajah susah bener di hp sinyal penuh stabil slalu stuck aja
Pengguna Google,1,2024-03-07 07:01:25,BCA gimana sih cuman ngabisin pulsa aja gak bisa login emang apk burik gak bisa login pulsa habis
Pengguna Google,5,2024-03-07 06:29:58,Sangat membantu sekali👍👍👍
Pengguna Google,4,2024-03-07 06:20:51,"Buat OTP sms nya gak pernah muncul, tolong di perbaiki untuk OTP sms nya, sampai batas kirim ulang habis harus nunggu lagi, aduh.."
Pengguna Google,3,2024-03-07 06:12:38,"Kacau reward pembukaan rekening nggak dapet sudah 14 hari kerja, sudah jelas jelas sesuai syarat dan ketentuan. Saya tunggu kalo dapet reward saya balikin ke bintang 5"
Pengguna Google,1,2024-03-07 06:05:40,Knp di persulit login nya sudah isi pulsa jga tetap aj ndk bisa kode verifikasi nya
Pengguna Google,1,2024-03-07 06:03:22,"QRis gagal, saldo tetap terpotong, parah BCA. Mana saldonya gak balik lagi 🗿"
Pengguna Google,5,2024-03-07 05:28:05,Sangat membantu...
Pengguna Google,1,2024-03-07 04:52:21,ini semua apa cmn aq ajh ya kan nyimpan uanh di mbanking bca ini seminggu sekali kah kna potongan nya mana sampe 36k pula sngaja aq ngetes ku tarik smua uang di atm ku sisain 600k dalam dua minggu kepotonh 72k hebat kali ini mbca
Pengguna Google,1,2024-03-07 04:44:44,"Aplikasi yg sangat ribet untuk diaktivasi, data sudah sesuai tinggal tlp ke halo bca untuk aktivasi layanan finansial namun hrs nunghu 3 hari, kecuali ke bank terdekat, ngapain msh dibuat seribet ini"
Pengguna Google,1,2024-03-07 04:24:02,"Saya transfer ke BRI tanggal hari rabu tanggal 06 maret,sampe sekarang kata penerima nya belum masuk ya uangya"
Pengguna Google,1,2024-03-07 03:46:45,DAFTAR M-BANKING SELALU GAGAL
Pengguna Google,5,2024-03-07 02:49:50,Cara minta inbox Qris gimana ya??
Pengguna Google,1,2024-03-07 02:48:12,"Gembel banget anjir udah nunggu otp kaga dikasih kasih lama banget akhir ulang lg dari awal dikira kaga pake pulsa kali yaa , - makin kesini makin jelek aja bca"
Pengguna Google,1,2024-03-07 02:42:23,Ribet berkali-kali verifikasi wajah ttp gagal. Atau mungkin sengaja biar harus datang ke kantor cabang? Kocak emang..
Pengguna Google,3,2024-03-07 02:36:50,"Aplikasi lmyan bgius, sy ksh bntg3 ajavya."
Pengguna Google,1,2024-03-07 02:23:23,"Mau bikin ATM aja Ribet amat sih, padahal pakek data dan di kota sendiri aja susah"
Pengguna Google,1,2024-03-07 00:54:45,Kenapa mbca sekarang harus lewat browser loginnya terus buat apa instal aplikasi ini Uda saya coba uninstal eh mah ajah masuknya lewat browser apa tampilan skrg diganti? Makin jelek aja dong berarti
Pengguna Google,4,2024-03-06 19:11:44,Bisa upgrade dari tahapan xpresi ke tahapan BCA blue ???
Pengguna Google,5,2024-03-06 18:43:02,Mantap lh pokok nya sangat mmbantu👍
Pengguna Google,1,2024-03-06 18:39:55,"Kode otp nya lama di kirim,"
Pengguna Google,1,2024-03-06 17:49:35,knp gbs verifikasi muka si
Pengguna Google,5,2024-03-06 16:52:00,"Semoga terus bertambah bagus dengan adanya mobile banking.. pelayanan atau kualitas terbaik simple & mudah digunakan disaat keadaan buru2 tinggal klik transfer atau terima transaksi lebih mudah, sukses selalu BCA ( NOMOR 1 PILIHAN KU & MASYARAKAT INDONESIA!"
Pengguna Google,4,2024-03-06 16:35:40,Sangat membantu
Pengguna Google,4,2024-03-06 16:29:40,Knpa saya tidak bisa buka mbaking padahal sudah betul no nya
Pengguna Google,1,2024-03-06 16:13:27,"nyedot pulsa lancar,giliran aktivasi kartu lemot."
Pengguna Google,1,2024-03-06 15:55:43,Indikator sinyal merah terus dah
Pengguna Google,5,2024-03-06 15:43:13,Good
Pengguna Google,1,2024-03-06 14:39:25,"Foto verifikasi wajah yg selalu gagal, malah nyuruh ini itu 😑 Pelayanan jd benar benar ribet karna harus konfirmasi wajah ke cabang bank terdekat rubah ktp supaya wajah sama persis Kan TOLOL"
Pengguna Google,1,2024-03-06 14:21:08,"Kecewa sama BCA mobile , sering gangguan . Transaksi ke qris . Saldo berkurang tapi belum masuk"
Pengguna Google,1,2024-03-06 14:15:47,"Aplikasi mobile banking terburuk yang pernah saya pakai, saya sudah 2x transaksi pakai qris gagal, tapi saldo saya terdebit dengan nominal 1,3jt dan 300rb dan bukti transaksi nya itu tidak ada, sy sudah buat laporan tapi tetap saja pihak bca tidak tanggung jawab, bagi saya itu uang yang sangat besar sunggu sangat kecewa #save 31 januari 2024"
Pengguna Google,3,2024-03-06 13:17:11,Saya baru mau coba pake aplikasi ini .. Saya kasih bintang 3 dulu ..
Pengguna Google,5,2024-03-06 12:55:40,Nyaman
Pengguna Google,4,2024-03-06 12:38:41,mantaap
Pengguna Google,5,2024-03-06 11:48:47,Penggunaan mudah sukses selalu
Pengguna Google,5,2024-03-06 11:41:21,Sangat membantu
Pengguna Google,5,2024-03-06 11:37:31,Yth Bpk/Ibu ditempat.mau kasih saran Adain fitur pinjamnya diaplikasi soalnya kan datanya udah ada.cuma saran aja.Semoga Lebih baik lagi BCA!. Terima kasih!
Pengguna Google,1,2024-03-06 11:22:25,"Semakin kesini semakin kecewa, masa admin sebulan 50k, pindah bank lain aja jgn bca, admin perbulannya korup"
Pengguna Google,5,2024-03-06 10:17:04,"Bagus , mudah dan aman."
Pengguna Google,5,2024-03-06 10:05:54,"Selamat sore, saya sudah melakukan penggantian kartu melalui bca mobile, sisa nunggu kartunya datang jadi nunggu selama 7hari krja, skrng udah mau 1 bulan kartunya belum sampai2 ke alamat rumah saya,..? Saya harus gimana?"
Pengguna Google,5,2024-03-06 09:38:39,Mempermudah untuk transaksi
Pengguna Google,1,2024-03-06 09:22:59,Tidak bisa login terdapat tulisan transaksi sementara tidak bisa dilakukan gitu aja terus udh 3 hari uang saya tidak bisa digunakan karena tidak bisa login bebenah jangan cmn diam kalo gini terus mah bubar aja malu perusahaan gede gabisa manage apl
Pengguna Google,5,2024-03-06 09:05:44,Mantab 👍👍👍
Pengguna Google,1,2024-03-06 08:41:06,BCA maling... Saya ngisi token 2 x tidak pernah dapat no tokennya. Tlpn ke CS katanya lagi banyak antrian. Mana ada antrian sampai berhari hari...
Pengguna Google,1,2024-03-06 08:11:04,Aplikasi bca mobile ini sangat jelek buat verifikasi wajah gak mau nangkep susah jadinya klau kaya gini gua pindahkan hp malah susah buat verifikasi wajah parah klau kaya gini susah w mau isi rekening gua karena no reknya gak bisa di liat dan buat kartu gua sedang ke blokir hnya mobile bangking bca yg bisa w andalin tpi buat verifikasi wajah gak bisa bisa susah jadi w mau isi rekening w krena gak ada no reknya hadeh parah skrng bca
Pengguna Google,5,2024-03-06 08:09:55,Bagus
Pengguna Google,5,2024-03-06 08:00:28,sippp
Pengguna Google,2,2024-03-06 08:00:23,Dari kemarin saya download apk bca mobile gagal mulu . Pdahal hasil download apknya udh 100%. Tapi tiba² harus di instal lagi kya gth mulu .pdahal ruang penyimpanannya juga msih muat banyak . Tpi gagal di instal mulu. 😪😪😪😪
Pengguna Google,1,2024-03-06 07:33:05,Transaksi eror tapi uang kepotong
Pengguna Google,4,2024-03-06 06:48:10,"BCA mobile, sangat membantu tpi klu ga ad pulsa ga bisa bk BCA mobile nya,ap harus ad pulsa aj baru bisa bk BCA mobile nya.mksh."
Pengguna Google,5,2024-03-06 06:07:31,Aplikasi luar biasa dan layanan perbankan memuaskan
Pengguna Google,5,2024-03-06 05:31:52,"Good, instan"
Pengguna Google,5,2024-03-06 05:31:13,Sangat puas
Pengguna Google,2,2024-03-06 04:15:25,"susah banget untuk login, sudah berkali kali SMS masih tidak dapat login🙁"
Pengguna Google,5,2024-03-06 03:23:50,Cara mengajukan pinjol gmn bang
Pengguna Google,1,2024-03-06 02:35:20,"Di saat urgent, tidak bisa di andalkan BCA makin kesini makin membuat customer berfikir 2 kali untuk bertransaksi lagi.. Harus di fikir ulang untuk kedepannya, karena dampak tidak bisa transaksi membuat customer kesal"
Pengguna Google,5,2024-03-06 02:15:14,Ok mantap
Pengguna Google,5,2024-03-06 02:12:05,"Proses tidak ribet,pelayanan nya ramah"
Pengguna Google,3,2024-03-06 02:07:22,Bertransaksi jd lebih Mudah terimakasih bca mobile
Pengguna Google,5,2024-03-06 01:46:23,Ok👍
Pengguna Google,5,2024-03-06 01:46:01,Sangat puas dngn pelayanan BCA mobile
Pengguna Google,5,2024-03-06 00:37:49,sangat baik
Pengguna Google,3,2024-03-05 23:53:01,"Jaringan sering error,susah di buka"
Pengguna Google,5,2024-03-05 23:42:24,"Mbanking BCA mudah,cepat, terpercaya"
Pengguna Google,5,2024-03-05 22:43:21,I like 😍🥰
Pengguna Google,4,2024-03-05 22:19:01,Sangat membantu
Pengguna Google,5,2024-03-05 22:03:31,Oke mantap
Pengguna Google,5,2024-03-05 18:42:38,Terima kasih sudah merespon.
Pengguna Google,5,2024-03-05 17:49:37,Perfeck
Pengguna Google,4,2024-03-05 17:39:55,Coba Dulu Jika Berjalan Lqncar Baru ditambahin
Pengguna Google,1,2024-03-05 16:20:36,"Jika dibandingkan dengan app livin by mandiri, seperti bumi dan langit"
Pengguna Google,5,2024-03-05 16:18:03,bagus. keren. no kendala
Pengguna Google,1,2024-03-05 16:04:13,Aplikasi sampah
Pengguna Google,5,2024-03-05 15:59:25,bagus
Pengguna Google,5,2024-03-05 15:52:48,Mntap
Pengguna Google,5,2024-03-05 15:50:46,Keren
Pengguna Google,5,2024-03-05 15:43:32,Mantul
Pengguna Google,1,2024-03-05 14:36:05,Mau tanya apakah bisa buat akun bank lain.. Sebab akun bank saya udah lama gk saya pakai? Akhirnya di tutup
Pengguna Google,5,2024-03-05 14:26:53,"Sejauh ini, aplikasi mobile banking yang paling mudah digunakan, simpel dan gak rumit."
Pengguna Google,5,2024-03-05 14:19:25,Sangat membantu di saat ATM sedang rusak
Pengguna Google,5,2024-03-05 13:06:07,Sangat mudah bertransakasi dengan BCA
Pengguna Google,1,2024-03-05 12:21:58,"Mohon diperbaiki sistem aplikasinya min, punya saya merah terus, padahal wifi lancar🙏"
Pengguna Google,5,2024-03-05 11:50:34,"game bus basuri dan isiin uang 1.000 00 ,000 dan uang 9.00 00,00"
Pengguna Google,5,2024-03-05 11:16:07,untuk keamanannya harus diperkuat
Pengguna Google,5,2024-03-05 11:12:59,"Kenapa tidak bisa aktivasi ke aplikasinya? No di kartu atm sudah benar, pulsa pun ada, jaringan cellular bagus, wifi kenceng, tapi selalu gagal, sudah dilakukan 17x dalam seharian ini. Kenapa pelayanan nya menjadi seperti ini ? Menjadi mengecewakan.."
Pengguna Google,2,2024-03-05 10:29:42,"Ketika mau transfer ke rekening bank lain, diminta untuk update. Ketika sudah di-update, di akhir tertera ""tidak dapat menginstal BCA mobile"". Diulang update lagi, diakhir selalu muncul tidak dapat menginstal BCA mobile."
Pengguna Google,5,2024-03-05 10:04:33,Kok gak bisa di upgrade😌😇
Pengguna Google,5,2024-03-05 09:39:16,sangat membantu skali
Pengguna Google,4,2024-03-05 09:15:13,"Ditingkatkan lagi utk progres dan proses nya yg lebih baik lagi... Karena terkendala dengan aktivitas kami yang menyangkut dengan penghasilan kami, terima kasih..."
Pengguna Google,1,2024-03-05 08:27:14,"udh kecewa prh sih sama Bca mobile,kalo gak krn gaji kerja pake rek bca udh gak mau pake rek ini lg, uang ku 2023 prnh hilang tengah mlm tiba² ad transaksi dr mbnking 1,7jtan lbih pdhl bkn aku yg transaksiin udh lapor ke KC&HALO BCA buat laporan berulang kali malah di blng itu transaksi normal dr ku krn ad inboxnya,pdhl jls pas cek di KC kalo virtual akun ny aj tdk trdftr gmn bisa aku yg transaksiin,sampe skrg pun tdk ad pengembalian dana&blm ikhlas gaji ku hlg sama oknum tdk tnggng jwb di MBCA"
Pengguna Google,1,2024-03-05 08:26:42,Kenapa transfer ke virtual account tidak bisa
Pengguna Google,5,2024-03-05 08:20:07,Tiap x suruh verifikasi ulang. Apa betul?
Pengguna Google,5,2024-03-05 08:16:37,Ok
Pengguna Google,1,2024-03-05 08:13:26,Kok tidak bisa login setelah memasukkan nomor rekening di suruh SMS setelh SMS nunggu dan koneksi Internet terputus setelah di ulang² malah transaksi tidak dapat di proses
Pengguna Google,1,2024-03-05 08:12:35,"Apk yg tersulit saya gunakan, mau tf ajh ga bisa2 selalu disuruh ulangi sampai capek. Pdhl emergancy😩😩😩. Knapa slalu begini sih pdhl yg mau di tf kn uang sendiri ??"
Pengguna Google,3,2024-03-05 08:12:00,Kenapa embengking bca sy tanda merah trus dri tadi siang sgt. Mengagngu tlong. Di perbaiki sistemnya sering gangguan padahal sy di kota pakai wifi juga sinyal banyak data juga banyak masih aj
Pengguna Google,1,2024-03-05 08:06:22,"Kenapa lampu pojok nya merah terus ngak hijau2 jadinya ngak bisa transaksi,, padahal sinyal kenceng, nonton youtube lancar,, tapi kok lampu nya merah terus"
Pengguna Google,4,2024-03-05 07:54:51,Ini kenapa M-BCA saya lampunya merah terus? Jadi nggak bisa dipakai aplikasinya. 😭
Pengguna Google,1,2024-03-05 07:46:19,"Ini kenapa sih udh update sgala macem mash aja merah terus, internet kenceng begini. Error atau apalah itu kasih notif ke biar org tau ini error atau kaga"
Pengguna Google,1,2024-03-05 07:27:26,"Kenapa lampu indikator sering merah,ada apa dengan mbca?"
Pengguna Google,1,2024-03-05 07:23:13,"Gak bisa login abis ganti hp. Nomor terdaftar udah di sim 1 beserta paket datanya, gakpake wifi. Tetep gak bisa masuk, disuruh coba beberapa saat lagi. Ngabisin pulsa aja, ribet!"
Pengguna Google,1,2024-03-05 07:14:06,"Min ini ada apa? Kok dr td buat transaksi merah terus, ini lg dikejar kerjaan untuk TRX kok malah gangguan si"
Pengguna Google,5,2024-03-05 07:12:06,bca mantap
Pengguna Google,1,2024-03-05 07:10:51,makin buruk tidak bisa buat transfer
Pengguna Google,1,2024-03-05 07:09:43,Sinyal merah Mulu Tol**l
Pengguna Google,1,2024-03-05 07:06:46,Nyesel update bukanya makin bagus kinerjanya malah makin jelek. Ni kalo ada bintang setengah gua kasih rating bintang setengah dah. Dh gitu aja
Pengguna Google,1,2024-03-05 07:06:44,"Gara"" bca trouble lebih dari satu hari ndak bisa transaksi debit buat belanja isi saldo juga di e payment juga ga bisa, jadi ga bisa makan, bad banget buat bca mobile"
Pengguna Google,3,2024-03-05 07:05:05,"Apakah bca ada ganguan, buat transfer tidak bisa"
Pengguna Google,1,2024-03-05 07:02:01,Woylahh!! Siang2 lagi produktif malah pake Error segala!!!
Pengguna Google,2,2024-03-05 07:01:43,b.
Pengguna Google,1,2024-03-05 07:00:30,Parah sering loading. Aplikasi makin buruk.
Pengguna Google,1,2024-03-05 06:59:35,VA BCA PERLU DIPERBAIKI...LODINGNYA BENAR2 AMPUN !!!
Pengguna Google,4,2024-03-05 06:58:34,bagian IT tolong ini loading terus m-banking nyaa
Pengguna Google,1,2024-03-05 06:57:03,"Setelah Update koq malah ga bisa Transaksi VA, aneh !!!"
Pengguna Google,5,2024-03-05 06:56:36,updatenya dong
Pengguna Google,3,2024-03-05 06:52:59,Loading trus2an. Padahal paket data lancar lho.
Pengguna Google,1,2024-03-05 06:52:34,Aplikasinya error terus kanpa ini bca
Pengguna Google,5,2024-03-05 06:51:49,Dr awal kerja udh buat ini bgus bgt
Pengguna Google,1,2024-03-05 06:49:41,"BCA mobile ini kenapa yaa ... Eror terus padahal koneksi internet oke ... Mau top up gopay gak bisa ... Tiba"" koneksi internet terputus ..."
Pengguna Google,5,2024-03-05 06:48:36,Kerja lebih cepat
Pengguna Google,1,2024-03-05 06:47:18,Skr eror lagi aducch
Pengguna Google,5,2024-03-05 06:47:05,Great apk
Pengguna Google,1,2024-03-05 06:45:38,Semakin kesini semakin lemot saja
Pengguna Google,1,2024-03-05 06:45:25,"Awalnya mau transfer ko ga konek konek,padahal sinyal aman 5G tapi jaringan terputus makin aneh. Akhirnya uninstall lah apk ini eh mau masuk LGI ribet LGI. Kecewa bener. Tolong di perhatikan LGI"
Pengguna Google,1,2024-03-05 06:44:21,Entah kenapa aplikasi bisa login. Tapi gabisa melakukan transaksi apapun. Ceksl saldo jg tidak bisa. Icon merah. Sdah bagus jaringan seluler dan pake wifi. Sama aja
Pengguna Google,1,2024-03-05 06:41:35,Parahhhhh !lemot bnget.. indikator harus berwana hijau apa2an .. .buat transaksi sangatlah burukkkkkk !!!
Pengguna Google,3,2024-03-05 06:41:15,hari nie bca lg knp y ko snyal pnuh lmpu hijau tp buat tf loading'a lama bngt udh gtu unung'a suruh d cancel
Pengguna Google,1,2024-03-05 06:41:13,"Salah satu alasan pakai BCA ya mobile banking nya, tapi akhir-akhir ini sering error mobile banking nya apakah sudah waktunya ganti Bank? Masih layak tidak BCA atau pilih yang lain, jika dilihat setiap transaksi M-banking error butuh waktu 1-2 Jam untuk menunggu transaksi bisa kembali normal sepertinya BCA sudah tidak layak digunakan"
Pengguna Google,5,2024-03-05 06:41:08,Goood
Pengguna Google,1,2024-03-05 06:40:54,Wey habis update malah ga bisa kirim virtual Account dan tambah lemot
Pengguna Google,1,2024-03-05 06:40:15,Makin kesini makin buruk
Pengguna Google,5,2024-03-05 06:40:11,Mantaaap
Pengguna Google,2,2024-03-05 06:40:11,indikator merah terus padahal haringan aman dipakai untuk yg lain lancar
Pengguna Google,2,2024-03-05 06:37:22,Sinyal bagus tpi sering ngeload nya mau tf jadi susah
Pengguna Google,1,2024-03-05 06:35:01,"Orang mau kerja malah dibikin lama, mau transfer virtualaccount gabisa bisa"
Pengguna Google,5,2024-03-05 06:34:52,Oke
Pengguna Google,1,2024-03-05 06:27:21,lampu indikator hijau. sinyal bagus. sudah diupdate. tapi setiap transaksi sending terussssssssss
Pengguna Google,1,2024-03-05 06:27:09,"Sinyal full, jaringan stabil, mau tf aja susahnya minta ampun, tolong lah diperbaiki kualitas aplikasinya."
Pengguna Google,1,2024-03-05 06:27:06,Hilihhhh
Pengguna Google,1,2024-03-05 06:26:12,Tolong BCA di tingkat lagi mau transaksis merah trus IT BCA mobile kerja lebih baik lagi donk
Pengguna Google,5,2024-03-05 06:26:10,Ok membantu bgt
Pengguna Google,1,2024-03-05 06:23:49,TOLOL
Pengguna Google,5,2024-03-05 06:22:48,Bagusss
Pengguna Google,1,2024-03-05 06:19:27,Ini kenapa ya kok ga bisa transaksi jaringan terputus terus sama lampu indikatornya selalu merah lampu hijaunya lama padahal jaringannya aman ga ada masalah tolong dong segera di perbaiki
Pengguna Google,1,2024-03-05 06:18:11,"Rajin banget error, mantab"
Pengguna Google,1,2024-03-05 06:17:59,Lemot
Pengguna Google,1,2024-03-05 06:17:28,"kenapa susah ya buka m bangking bca, indikator merah. tapi sekalinya ijo susah bener dipake transaksi muter² terus. padahal udh di update"
Pengguna Google,3,2024-03-05 06:16:26,Virtual account tidak bisa digunakan
Pengguna Google,1,2024-03-05 06:16:18,Suka tibatiba gsk bisa transaksi padahal lagi urgent!
Pengguna Google,1,2024-03-05 06:14:40,Ko saya ga bisa TF ya pake apk ini
Pengguna Google,1,2024-03-05 06:14:20,"Kecewa berat, pas lagi butuh2nya mlh terjadi bug, Qris susah di akses, sinyal nya juga tolong di ubah ga usah pake warna segala, nyusahin bgt pas di room nya hijau, tapi pas transfer mlh jadi merah"
Pengguna Google,1,2024-03-05 06:12:41,Pas mau tf indikator warna merah terus tolol
Pengguna Google,1,2024-03-05 06:11:24,"aplikasi bca mobile sungguh sangat mengecewakan, sangat tidak rekomended. banyak kendala dan yang paling utama untuk koneksi saat transaksi sering kali bermasalah khusus aplikasi ini, jaringan dari provider sudah sangat bagus dan lancar. namun sangat sulit untuk melakukan transaksi dengan alasan koneksi internet terputus. untuk perusahan yang terbilang besar ini sungguh tidak layak dan terkesan buruk. salam hangat yang sangat mengecewakan dari pengguna layanan mobile banking."
Pengguna Google,3,2024-03-05 06:06:50,Sering Transaksi tidak dapat di proses
Pengguna Google,1,2024-03-05 06:03:12,Gk bisa buAt trnsaksi bca top
Pengguna Google,1,2024-03-05 06:03:04,Niat kaga sih eror mulu pembayaran loading doang
Pengguna Google,4,2024-03-05 06:02:00,Bagus bgt
Pengguna Google,1,2024-03-05 05:56:59,"kenapa tdk bs bayar virtual account blibli, biasanya bisa"
Pengguna Google,1,2024-03-05 05:56:37,Sinyal 4g+ di aplikasi lain lancar cuman di sini yang eror
Pengguna Google,1,2024-03-05 05:21:41,"Perlu di benahi dan di update lagi, ini masalah serius"
Pengguna Google,1,2024-03-05 05:19:02,Knpa stiap akses mbangking sllu sinyalnya merah terus.... Mnburu buru mau tf lg gmn.. Mau pke kuota/pun wifi sma aja merah merah jg.. Bca sekarang ma parah... Tolong perbaiki lg layananya...
Pengguna Google,1,2024-03-05 05:15:21,"Indikator merah terus, gmn mau transaksi. Terpaksa transfer manual"
Pengguna Google,5,2024-03-05 05:11:53,Gampang dan lebih mudah
Pengguna Google,3,2024-03-05 05:09:47,kenapa sinyal bca selalu merah padahal koneksi lancar
Pengguna Google,5,2024-03-05 04:23:19,Mudah transfer transaksi dimanapun berada..
Pengguna Google,1,2024-03-05 04:23:12,ini gimana kok sering gangguan terus.indikator malh merah terus mau bertransaksi susah
Pengguna Google,2,2024-03-05 04:19:43,"Halo , mas /mbak Saya kan mau buka cek saldo di bca kan saya pencet m- info lalu saya pencet bca yg info saldo kok ga muncul jumlah saldo saya trs ada muncul data tidak sesuai"
Pengguna Google,1,2024-03-05 04:17:35,Pahamlah kalau dikasih bintang 1
Pengguna Google,2,2024-03-05 04:14:53,Ini kok sering error ya sekarang udah update padahal tambah sering error tambah lama tambah gak bagus payah bca ini
Pengguna Google,1,2024-03-05 04:13:43,Transaksi gagal terus
Pengguna Google,2,2024-03-05 04:12:36,Hari ini saya mau transaksi kok tidak bisa ya ? Ada kendala sistem atau gimana
Pengguna Google,1,2024-03-05 04:10:58,Suka eror eror an gajelas
Pengguna Google,5,2024-03-05 04:04:27,Bagus dan luarbiasa
Pengguna Google,4,2024-03-05 04:01:09,Sangat baik
Pengguna Google,5,2024-03-05 04:00:52,Mantap
Pengguna Google,5,2024-03-05 03:37:17,Keren
Pengguna Google,5,2024-03-05 03:35:24,"Mantap, pingin ngajukan pinjaman loan"
Pengguna Google,3,2024-03-05 03:15:49,"Saya top up dana, saldo uda terpotong, tapi dana nya blum masuk, coba tolong D bantu,,,"
Pengguna Google,5,2024-03-05 02:54:26,Bagus sekali sangat membantu
Pengguna Google,1,2024-03-05 01:37:56,apk gak jelas nyolong pulsa aja. habis pulsa ku gak bisa aktivasi! plis jgn download ni aplikasi
Pengguna Google,5,2024-03-04 23:57:05,Nice
Pengguna Google,1,2024-03-04 23:46:40,"aplikasi tak berguna(amp45), nama besar tidak sesuai dengan kenyataannya. lebih baik pindah server aja. kalau IT nya d0d*L jangan dipelihara."
Pengguna Google,1,2024-03-04 23:19:25,"Baru pakai rekening BCA dan BCA MOBILE, tapi ternya aplikasinya susah untuk verivikasi data diri. Selaalu gagal ketika verivikasi, tdak seperti bank lain yg mudah untuk mendaftarkan mbanking. Mohon diperbaiki, karena saya kerja untuk pergi ke customer service itu tidak ada waktu"
Pengguna Google,5,2024-03-04 22:58:42,Dengan adanya BCA mobile kita lebih mudah melakukan transaksi dirumah tidak harus keluar rumah.. maksih BCA
Pengguna Google,5,2024-03-04 22:04:11,Sangat baik sekali
Pengguna Google,5,2024-03-04 18:59:26,"overal sudah mantab dan semakin simple interfacenya,,...lebih lg kalau ada kemudahan pindah dana ke rekening BLU by bca digital dari mobile banking bca.🤝👍"
Pengguna Google,5,2024-03-04 17:57:32,Ok
Pengguna Google,5,2024-03-04 16:21:32,sangat membantu
Pengguna Google,5,2024-03-04 15:58:43,Bagus
Pengguna Google,5,2024-03-04 15:36:47,Pelayanan terbaik untuk mobile bca bangking proses cepat dan mudah bertransaksi Semoga rekening tabungan ku terlindungi dengan aman Terimakasih m'bca
Pengguna Google,5,2024-03-04 15:07:55,Keren
Pengguna Google,5,2024-03-04 14:37:20,Sangat bagus
Pengguna Google,1,2024-03-04 14:15:49,"Sangat buruk...berulang kali verifikasi,tapi cuma hitungan hari...malah disuruh verifikasi ulang lagi.gak jelas...harus diperbaiki,klw gak nasabah banyak yg kecewa"
Pengguna Google,5,2024-03-04 13:56:43,Ok
Pengguna Google,1,2024-03-04 13:23:38,Parah ni aplikasinya sudah abis pulsa tapi ga bisa2 aktifin mbanking suruh tunggu lampu indikator hijau tapi kotak lampu nya aja ga ada tolonggg donggg dperbaikii gimanaa inii dlu mah gampang2 ajaaaa bcaaaaa !
